,id,type,answer_type,question,author,url,is_collapsed,created_time,updated_time,extras,is_copyable,is_normal,voteup_count,comment_count,is_sticky,comment_permission,reshipment_settings,content,collapsed_by,mark_infos,suggest_edit,relationship
0,895764038,answer,normal,"{'type': 'question', 'id': 332673378, 'title': '为什么垃圾分类不受市民欢迎？', 'question_type': 'normal', 'created': 1561953946, 'updated_time': 1561953946, 'url': 'https://www.zhihu.com/question/332673378', 'relationship': {}}","{'id': 'd55663d519fdac49ed9c9cbd92d9e342', 'url_token': 'liu-chang-50-29-38', 'name': '雾雨魔理沙', 'avatar_url': 'https://pic1.zhimg.com/v2-2d6f2de1ddb4e0a3dcc27485bf737435_is.jpg', 'avatar_url_template': 'https://pic1.zhimg.com/v2-2d6f2de1ddb4e0a3dcc27485bf737435_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/people/liu-chang-50-29-38', 'user_type': 'people', 'headline': '喜欢历史、地理、城市文化', 'badge': [], 'gender': 1, 'is_advertiser': False, 'is_privacy': False}",https://www.zhihu.com/question/332673378/answer/895764038,False,1573826166,1573826166,,True,True,0,2,False,all,allowed,<p>提个建议，在一个小区里愿意垃圾分类的人给予一定奖励，不愿意的呢就出钱给那些人，我相信老头老太太连一个鸡蛋都要排队，他们肯定会带头垃圾分类，而我肯定会选择出钱。</p><p>至于一人出钱多少，又得钱多少，这个有待具体分析。</p><p>想来想去，这样岂不就是两全其美？</p><p></p>,nobody,[],"{'reason': '', 'status': False, 'tip': '', 'title': '', 'unnormal_details': {'status': '', 'description': '', 'reason': '', 'reason_id': 0, 'note': ''}, 'url': ''}",{'upvoted_followees': []}
1,890798132,answer,normal,"{'type': 'question', 'id': 332673378, 'title': '为什么垃圾分类不受市民欢迎？', 'question_type': 'normal', 'created': 1561953946, 'updated_time': 1561953946, 'url': 'https://www.zhihu.com/question/332673378', 'relationship': {}}","{'id': 'dc6babcaa45afb31e4e630c6503f662d', 'url_token': 'zhang-hong-xia-39', 'name': '张亦知', 'avatar_url': 'https://pic3.zhimg.com/f6922337a48041d9f019538a890d7e23_is.jpg', 'avatar_url_template': 'https://pic3.zhimg.com/f6922337a48041d9f019538a890d7e23_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/people/zhang-hong-xia-39', 'user_type': 'people', 'headline': 'Ph.D in Economics', 'badge': [], 'gender': 1, 'is_advertiser': False, 'is_privacy': False}",https://www.zhihu.com/question/332673378/answer/890798132,False,1573506470,1573506600,,True,True,0,0,False,all,allowed,<p>社区专门雇了人在垃圾房门口守着，监督大家垃圾分类。</p><p>但由于凭空多出的人力成本太高，社区财政不堪重负，就又推出新政，定点扔垃圾，每天早晚两个半小时给扔，其他时间垃圾房关门歇业，以此减少雇佣成本。</p><p>不出所料，新政受到了我小区居民的热烈欢迎。大家纷纷把垃圾堆在了垃圾房门口。</p><p>……</p><p>眼见乱扔垃圾愈演愈烈，新政破产近在眼前，社区连夜召开了常委会扩大会议，商讨解决措施。最终通过的方案是，在垃圾房停业期间，再雇个人在门口守着，防止居民扔在门口。</p>,nobody,[],"{'reason': '', 'status': False, 'tip': '', 'title': '', 'unnormal_details': {'status': '', 'description': '', 'reason': '', 'reason_id': 0, 'note': ''}, 'url': ''}",{'upvoted_followees': []}
2,886448793,answer,normal,"{'type': 'question', 'id': 332673378, 'title': '为什么垃圾分类不受市民欢迎？', 'question_type': 'normal', 'created': 1561953946, 'updated_time': 1561953946, 'url': 'https://www.zhihu.com/question/332673378', 'relationship': {}}","{'id': '0', 'url_token': '', 'name': '匿名用户', 'avatar_url': 'https://pic1.zhimg.com/aadd7b895_is.jpg', 'avatar_url_template': 'https://pic1.zhimg.com/aadd7b895_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/people/', 'user_type': 'people', 'headline': '', 'badge': [], 'gender': 1, 'is_advertiser': False, 'follower_count': 0, 'is_following': False, 'is_followed': False, 'is_celebrity': False, 'is_blocking': False, 'is_blocked': False, 'is_privacy': False}",https://www.zhihu.com/question/332673378/answer/886448793,False,1573185062,1573185062,,True,True,0,0,False,all,allowed,<p>因为复杂。复杂的规则就不是让人遵守的，因为遵守也免不了出错，纠正就需要额外投入。</p><p>垃圾分类应该是居民和产业结合，两者分工。居民只负责把厨余垃圾和其他垃圾分开，有毒害垃圾可以用专用垃圾袋单独装标识出来但是与其他垃圾一同丢弃。剩下更细化的部分由分类回收公司处理。让专业的人做专业的事才是真正有效率的做法。</p>,nobody,[],"{'reason': '', 'status': False, 'tip': '', 'title': '', 'unnormal_details': {'status': '', 'description': '', 'reason': '', 'reason_id': 0, 'note': ''}, 'url': ''}",{'upvoted_followees': []}
3,884833146,answer,normal,"{'type': 'question', 'id': 332673378, 'title': '为什么垃圾分类不受市民欢迎？', 'question_type': 'normal', 'created': 1561953946, 'updated_time': 1561953946, 'url': 'https://www.zhihu.com/question/332673378', 'relationship': {}}","{'id': '0027cc993e438fce2e0f3274d48971db', 'url_token': 'lao-wan-tong-10', 'name': '老顽童', 'avatar_url': 'https://pic1.zhimg.com/7069fa5df_is.jpg', 'avatar_url_template': 'https://pic1.zhimg.com/7069fa5df_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/people/lao-wan-tong-10', 'user_type': 'people', 'headline': '生活、娱乐问知乎。专业知识、是非判断远离“纸糊”', 'badge': [], 'gender': 1, 'is_advertiser': False, 'is_privacy': True}",https://www.zhihu.com/question/332673378/answer/884833146,False,1573081902,1573081902,,True,True,0,0,False,all,allowed,<p>定时定点分类投放，首先麻烦帮忙解决加班问题先吧！投放时间皆不在家，不用扔了 </p>,nobody,[],"{'reason': '', 'status': False, 'tip': '', 'title': '', 'unnormal_details': {'status': '', 'description': '', 'reason': '', 'reason_id': 0, 'note': ''}, 'url': ''}",{'upvoted_followees': []}
4,883753056,answer,normal,"{'type': 'question', 'id': 332673378, 'title': '为什么垃圾分类不受市民欢迎？', 'question_type': 'normal', 'created': 1561953946, 'updated_time': 1561953946, 'url': 'https://www.zhihu.com/question/332673378', 'relationship': {}}","{'id': 'c074c379a3063919436875c9aa32f364', 'url_token': 'huahua-77', 'name': 'huahua', 'avatar_url': 'https://pic3.zhimg.com/8b4232cc96abfbaa1e74a70a558ce452_is.jpg', 'avatar_url_template': 'https://pic3.zhimg.com/8b4232cc96abfbaa1e74a70a558ce452_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/people/huahua-77', 'user_type': 'people', 'headline': '', 'badge': [], 'gender': -1, 'is_advertiser': False, 'is_privacy': False}",https://www.zhihu.com/question/332673378/answer/883753056,False,1573007949,1573007949,,True,True,0,0,False,all,allowed,<p>没有人反对垃圾分类，甚至大家都很配合定点投放，只是大家接受不了不合理的定时和破袋。要推行一个新制度首先是要便民利民的，只方便自己的的制度那是扰民。</p>,nobody,[],"{'reason': '', 'status': False, 'tip': '', 'title': '', 'unnormal_details': {'status': '', 'description': '', 'reason': '', 'reason_id': 0, 'note': ''}, 'url': ''}",{'upvoted_followees': []}
5,880524201,answer,normal,"{'type': 'question', 'id': 332673378, 'title': '为什么垃圾分类不受市民欢迎？', 'question_type': 'normal', 'created': 1561953946, 'updated_time': 1561953946, 'url': 'https://www.zhihu.com/question/332673378', 'relationship': {}}","{'id': 'd80b164602b2a1143114e44534625fba', 'url_token': 'li-xin-65-74', 'name': '李鑫', 'avatar_url': 'https://pic4.zhimg.com/da8e974dc_is.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/da8e974dc_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/people/li-xin-65-74', 'user_type': 'people', 'headline': '码农', 'badge': [], 'gender': 1, 'is_advertiser': False, 'is_privacy': False}",https://www.zhihu.com/question/332673378/answer/880524201,False,1572784032,1572784032,,True,True,1,0,False,all,allowed,<p>设计者大概是黄晓明思维吧 我不要觉得我要我觉得 您自己操作一下在家垃圾分类 然后到外面垃圾桶前把湿垃圾去除垃圾袋 手倒进去 然后每天早上两小时 晚上两小时定时丢垃圾 加班狗经常错过  </p>,nobody,[],"{'reason': '', 'status': False, 'tip': '', 'title': '', 'unnormal_details': {'status': '', 'description': '', 'reason': '', 'reason_id': 0, 'note': ''}, 'url': ''}",{'upvoted_followees': []}
6,879674863,answer,normal,"{'type': 'question', 'id': 332673378, 'title': '为什么垃圾分类不受市民欢迎？', 'question_type': 'normal', 'created': 1561953946, 'updated_time': 1561953946, 'url': 'https://www.zhihu.com/question/332673378', 'relationship': {}}","{'id': '0efb1a0e29e9b762f647ff9b4c8583c6', 'url_token': 'a-xiao-shang', 'name': '阿小商', 'avatar_url': 'https://pic1.zhimg.com/v2-79f7808d5fd42f569cd4b7835999059e_is.jpg', 'avatar_url_template': 'https://pic1.zhimg.com/v2-79f7808d5fd42f569cd4b7835999059e_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/people/a-xiao-shang', 'user_type': 'people', 'headline': '天才', 'badge': [], 'gender': 1, 'is_advertiser': False, 'is_privacy': False}",https://www.zhihu.com/question/332673378/answer/879674863,False,1572722860,1572722860,,True,True,0,0,False,all,allowed,<p>很多守规矩的事情，都不太受人欢迎吧，人总喜欢说自由，然后不管这自由的背后是不是影响到别人。</p>,nobody,[],"{'reason': '', 'status': False, 'tip': '', 'title': '', 'unnormal_details': {'status': '', 'description': '', 'reason': '', 'reason_id': 0, 'note': ''}, 'url': ''}",{'upvoted_followees': []}
7,879635545,answer,normal,"{'type': 'question', 'id': 332673378, 'title': '为什么垃圾分类不受市民欢迎？', 'question_type': 'normal', 'created': 1561953946, 'updated_time': 1561953946, 'url': 'https://www.zhihu.com/question/332673378', 'relationship': {}}","{'id': '749284fd3dcec1b4ddfad1f09c9a2448', 'url_token': 'Mii.Xiao', 'name': '小米', 'avatar_url': 'https://pic4.zhimg.com/da8e974dc_is.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/da8e974dc_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/people/Mii.Xiao', 'user_type': 'people', 'headline': '狗肉真好吃', 'badge': [], 'gender': 1, 'is_advertiser': False, 'is_privacy': True}",https://www.zhihu.com/question/332673378/answer/879635545,False,1572716069,1572716069,,True,True,1,0,False,all,allowed,<p>自从看到收垃圾的把所有垃圾都倒一起后，我再没分过类了</p>,nobody,[],"{'reason': '', 'status': False, 'tip': '', 'title': '', 'unnormal_details': {'status': '', 'description': '', 'reason': '', 'reason_id': 0, 'note': ''}, 'url': ''}",{'upvoted_followees': []}
8,879577990,answer,normal,"{'type': 'question', 'id': 332673378, 'title': '为什么垃圾分类不受市民欢迎？', 'question_type': 'normal', 'created': 1561953946, 'updated_time': 1561953946, 'url': 'https://www.zhihu.com/question/332673378', 'relationship': {}}","{'id': '0', 'url_token': '', 'name': '匿名用户', 'avatar_url': 'https://pic1.zhimg.com/aadd7b895_is.jpg', 'avatar_url_template': 'https://pic1.zhimg.com/aadd7b895_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/people/', 'user_type': 'people', 'headline': '', 'badge': [], 'gender': 1, 'is_advertiser': False, 'follower_count': 0, 'is_following': False, 'is_followed': False, 'is_celebrity': False, 'is_blocking': False, 'is_blocked': False, 'is_privacy': False}",https://www.zhihu.com/question/332673378/answer/879577990,False,1572711598,1572711598,,True,True,1,0,False,all,allowed,<p>说一个很简单的现象，有天早上我出门，遇到收垃圾的车，工人直接把干垃圾、湿垃圾、可回收物都倒进一个桶里运走了。</p><p>我花时间花精力去做垃圾分类，可是处理垃圾的工人是怎么做的呢？虽不能以偏概全，可谁又能说这种情况在其他地方不会发生呢？既然你收垃圾的时候都是混在一起，那我浪费时间去分类是为了什么？</p>,nobody,[],"{'reason': '', 'status': False, 'tip': '', 'title': '', 'unnormal_details': {'status': '', 'description': '', 'reason': '', 'reason_id': 0, 'note': ''}, 'url': ''}",{'upvoted_followees': []}
9,875248867,answer,normal,"{'type': 'question', 'id': 332673378, 'title': '为什么垃圾分类不受市民欢迎？', 'question_type': 'normal', 'created': 1561953946, 'updated_time': 1561953946, 'url': 'https://www.zhihu.com/question/332673378', 'relationship': {}}","{'id': '0', 'url_token': '', 'name': '匿名用户', 'avatar_url': 'https://pic1.zhimg.com/aadd7b895_is.jpg', 'avatar_url_template': 'https://pic1.zhimg.com/aadd7b895_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/people/', 'user_type': 'people', 'headline': '', 'badge': [], 'gender': 1, 'is_advertiser': False, 'follower_count': 0, 'is_following': False, 'is_followed': False, 'is_celebrity': False, 'is_blocking': False, 'is_blocked': False, 'is_privacy': False}",https://www.zhihu.com/question/332673378/answer/875248867,False,1572414447,1572414447,,True,True,8,0,False,all,allowed,<p>之前一直不大理解为什么会有人反感这件事，直到我们写字楼也开始实行了这一政策。</p><p>公司把原来放在办公桌旁边的垃圾桶都安置到固定的一角。</p><p>然后就收到我老板的三连发问</p><p>“管理处有送垃圾袋和垃圾桶吗？”</p><p>“现在楼层没有专人收垃圾，管理费降下来了吗？”</p><p>“为了扔个垃圾要我特意走出办公室吗？”</p><p>原来当一些事情真的要去身体力行了，而它的利益点不是落到自己身上，还是不受待见的。</p><p></p>,nobody,[],"{'reason': '', 'status': False, 'tip': '', 'title': '', 'unnormal_details': {'status': '', 'description': '', 'reason': '', 'reason_id': 0, 'note': ''}, 'url': ''}",{'upvoted_followees': []}
