,id,type,url,content,featured,collapsed,is_author,is_delete,created_time,resource_type,reviewing,allow_like,allow_delete,allow_reply,allow_vote,can_recommend,can_collapse,author,is_parent_author,vote_count,voting,disliked
0,698317299,comment,https://www.zhihu.com/api/v4/comments/698317299,<p>这怕是政府给今年新招实习生的任务吧</p>,False,False,False,False,1564124645,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '1642fe43db980596f4ed39de577ebe17', 'url_token': 'yituo-tuo-65', 'name': '狗头', 'avatar_url': 'https://pic4.zhimg.com/da8e974dc_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/da8e974dc_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/1642fe43db980596f4ed39de577ebe17', 'user_type': 'people', 'headline': '匿名用户', 'badge': [], 'gender': 0, 'is_advertiser': False}}",False,2,False,False
1,698336218,comment,https://www.zhihu.com/api/v4/comments/698336218,多少钱一篇,False,False,False,False,1564126027,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '62f7a0f825d74083800efb47bf44d042', 'url_token': 'xc-gong', 'name': 'xc Gong', 'avatar_url': 'https://pic4.zhimg.com/da8e974dc_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/da8e974dc_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/62f7a0f825d74083800efb47bf44d042', 'user_type': 'people', 'headline': '程序员', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,2,False,False
2,698339312,comment,https://www.zhihu.com/api/v4/comments/698339312,既然没收作者权利可以给作者带来快乐，那就没收作者领工资的权利吧。大家都能理解垃圾回收这件事情，但是这么强硬的方式没收权利显然是没有考虑过群众想法的,False,False,False,False,1564126258,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '62f7a0f825d74083800efb47bf44d042', 'url_token': 'xc-gong', 'name': 'xc Gong', 'avatar_url': 'https://pic4.zhimg.com/da8e974dc_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/da8e974dc_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/62f7a0f825d74083800efb47bf44d042', 'user_type': 'people', 'headline': '程序员', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,2,False,False
3,698352999,comment,https://www.zhihu.com/api/v4/comments/698352999,<p>翻译：跪着好</p>,False,False,False,False,1564127260,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '88eaeec4dd62ad5515e3d030054b0a44', 'url_token': 'yier-15-15', 'name': '一二', 'avatar_url': 'https://pic2.zhimg.com/d3441e71a21ef0c5b4e11e411569d3bb_r.jpg', 'avatar_url_template': 'https://pic2.zhimg.com/d3441e71a21ef0c5b4e11e411569d3bb_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/88eaeec4dd62ad5515e3d030054b0a44', 'user_type': 'people', 'headline': '天心无改玄应谷，砸破明镜归化元。', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,3,False,False
4,698381336,comment,https://www.zhihu.com/api/v4/comments/698381336,站着说话不腰疼？,False,False,False,False,1564129253,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': 'ed85e57f103f649e969519f7fdc5813e', 'url_token': 'guan-deng-shui-jue-ing', 'name': '关灯睡觉ing', 'avatar_url': 'https://pic3.zhimg.com/ea863a4247fe62e86b1ae02e1db1ef63_r.jpg', 'avatar_url_template': 'https://pic3.zhimg.com/ea863a4247fe62e86b1ae02e1db1ef63_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/ed85e57f103f649e969519f7fdc5813e', 'user_type': 'people', 'headline': '牛奶，烟酒，咖啡，肉', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,2,False,False
5,698383022,comment,https://www.zhihu.com/api/v4/comments/698383022,跪着吧，以后吃饭记得不要用筷子，用手。过年也不要换衣服。因为不环保！！,False,False,False,False,1564129362,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '1858f44a44a5481b5d8ce714fa01d195', 'url_token': 'fang-si-17-21', 'name': '放肆', 'avatar_url': 'https://pic4.zhimg.com/d9c7591ded6fd0836efca913bbd8b659_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/d9c7591ded6fd0836efca913bbd8b659_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/1858f44a44a5481b5d8ce714fa01d195', 'user_type': 'people', 'headline': '程序员/php/java', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,1,False,False
6,698383711,comment,https://www.zhihu.com/api/v4/comments/698383711,也不要洗澡了！污染水！不要用电，火电浪费煤还污染空气。,False,False,False,False,1564129408,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '1858f44a44a5481b5d8ce714fa01d195', 'url_token': 'fang-si-17-21', 'name': '放肆', 'avatar_url': 'https://pic4.zhimg.com/d9c7591ded6fd0836efca913bbd8b659_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/d9c7591ded6fd0836efca913bbd8b659_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/1858f44a44a5481b5d8ce714fa01d195', 'user_type': 'people', 'headline': '程序员/php/java', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,1,False,False
7,698384194,comment,https://www.zhihu.com/api/v4/comments/698384194,别活着吧，因为活着就在制造垃圾，污染环境，还是死了好,False,False,False,False,1564129439,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '1858f44a44a5481b5d8ce714fa01d195', 'url_token': 'fang-si-17-21', 'name': '放肆', 'avatar_url': 'https://pic4.zhimg.com/d9c7591ded6fd0836efca913bbd8b659_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/d9c7591ded6fd0836efca913bbd8b659_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/1858f44a44a5481b5d8ce714fa01d195', 'user_type': 'people', 'headline': '程序员/php/java', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,2,False,False
8,698392047,comment,https://www.zhihu.com/api/v4/comments/698392047,给个群号，有钱一起赚,False,False,False,False,1564129967,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': 'ca9f4e5a79d060fa476a43860f544c71', 'url_token': 'wang-xiao-cheng-31-87', 'name': '王小城', 'avatar_url': 'https://pic2.zhimg.com/619b2637185a9b0091289cdd44ce94bc_r.jpg', 'avatar_url_template': 'https://pic2.zhimg.com/619b2637185a9b0091289cdd44ce94bc_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/ca9f4e5a79d060fa476a43860f544c71', 'user_type': 'people', 'headline': '搬砖', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,1,False,False
9,699027697,comment,https://www.zhihu.com/api/v4/comments/699027697,写的真垃圾。,False,False,False,False,1564202132,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': 'f26243da37ad7efa1d883ae06a777ec3', 'url_token': 'zhang-yao-jiang-95', 'name': '岁月如歌', 'avatar_url': 'https://pic4.zhimg.com/v2-97f062471fab638c65ca951e1b2cee90_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/v2-97f062471fab638c65ca951e1b2cee90_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/f26243da37ad7efa1d883ae06a777ec3', 'user_type': 'people', 'headline': '大隐于心，历千年岁月，光阴荏苒，如虚如幻。', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,1,False,False
