,id,type,url,content,featured,collapsed,is_author,is_delete,created_time,resource_type,reviewing,allow_like,allow_delete,allow_reply,allow_vote,can_recommend,can_collapse,author,is_parent_author,vote_count,voting,disliked,reply_to_author
0,674347747,comment,https://www.zhihu.com/api/v4/comments/674347747,"<p>汤汁和醋等液体请倒入下水口，生煎皮和陷倒入湿垃圾，装生煎的盒子（满是油污的）倒入干垃圾，外包装干净的纸袋倒入可回收，塑料袋（即使是干净的）也是干垃圾。</p><p>如果找不到对应的垃圾桶，就带回去吧</p><a class=""comment_sticker"" href=""https://pic2.zhimg.com/v2-e213ddb29e5a2adb54d6343d5dea27d1.gif"" data-width="""" data-height="""">[摊手]</a>",False,False,False,False,1561346827,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': 'b4def4452888b3a8587431b1748230bd', 'url_token': 'kuang-bao-xiao-e-mo', 'name': '狂暴小恶魔', 'avatar_url': 'https://pic2.zhimg.com/0f8639334ab45af9bd6c494f6a64bd05_r.jpg', 'avatar_url_template': 'https://pic2.zhimg.com/0f8639334ab45af9bd6c494f6a64bd05_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/b4def4452888b3a8587431b1748230bd', 'user_type': 'people', 'headline': '此人贼懒，没有个人介绍', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,40,False,False,
1,674390669,comment,https://www.zhihu.com/api/v4/comments/674390669,分类垃圾桶是街头到处都是还是只有小区有？,False,False,False,False,1561350495,answer,False,True,False,True,True,False,False,"{'role': 'author', 'member': {'id': '1bc14f5bdc13cd0a00b8b21b1d925894', 'url_token': 'lu-sevey', 'name': '南瓜点点', 'avatar_url': 'https://pic2.zhimg.com/1c72eaa801f041457a45567fd196ac22_r.jpg', 'avatar_url_template': 'https://pic2.zhimg.com/1c72eaa801f041457a45567fd196ac22_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/1bc14f5bdc13cd0a00b8b21b1d925894', 'user_type': 'people', 'headline': '圣光之力', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,5,False,False,
2,674396045,comment,https://www.zhihu.com/api/v4/comments/674396045,<p>上海垃圾分类一共分4类。有毒有害、湿垃圾（和干的湿的无关，指可降解的垃圾，大多数是吃的）、可回收垃圾（干净的纸和塑料、金属等，也就是收废品的人收的那些东西）、干垃圾（定义是不归属于前3类的都属于干垃圾，也称其他类）。<br>街头有，但是只限于干垃圾和可回收2类。小区4类都有，但是限时开放，所以你的生煎包在大街上是大概率没地方扔的，想跑去居民区找垃圾桶扔还得分时段（各小区也不统一，大部分每天早晚分2个2小时）</p>,False,False,False,False,1561350930,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': 'b4def4452888b3a8587431b1748230bd', 'url_token': 'kuang-bao-xiao-e-mo', 'name': '狂暴小恶魔', 'avatar_url': 'https://pic2.zhimg.com/0f8639334ab45af9bd6c494f6a64bd05_r.jpg', 'avatar_url_template': 'https://pic2.zhimg.com/0f8639334ab45af9bd6c494f6a64bd05_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/b4def4452888b3a8587431b1748230bd', 'user_type': 'people', 'headline': '此人贼懒，没有个人介绍', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,4,False,False,"{'role': 'author', 'member': {'id': '1bc14f5bdc13cd0a00b8b21b1d925894', 'url_token': 'lu-sevey', 'name': '南瓜点点', 'avatar_url': 'https://pic2.zhimg.com/1c72eaa801f041457a45567fd196ac22_r.jpg', 'avatar_url_template': 'https://pic2.zhimg.com/1c72eaa801f041457a45567fd196ac22_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/1bc14f5bdc13cd0a00b8b21b1d925894', 'user_type': 'people', 'headline': '圣光之力', 'badge': [], 'gender': 1, 'is_advertiser': False}}"
3,674404679,comment,https://www.zhihu.com/api/v4/comments/674404679,那基本上外地游客来上海，不能扔食物垃圾了？街头没湿垃圾桶，酒店商场可以随便扔吧？,False,False,False,False,1561351658,answer,False,True,False,True,True,False,False,"{'role': 'author', 'member': {'id': '1bc14f5bdc13cd0a00b8b21b1d925894', 'url_token': 'lu-sevey', 'name': '南瓜点点', 'avatar_url': 'https://pic2.zhimg.com/1c72eaa801f041457a45567fd196ac22_r.jpg', 'avatar_url_template': 'https://pic2.zhimg.com/1c72eaa801f041457a45567fd196ac22_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/1bc14f5bdc13cd0a00b8b21b1d925894', 'user_type': 'people', 'headline': '圣光之力', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,5,False,False,"{'role': 'normal', 'member': {'id': 'b4def4452888b3a8587431b1748230bd', 'url_token': 'kuang-bao-xiao-e-mo', 'name': '狂暴小恶魔', 'avatar_url': 'https://pic2.zhimg.com/0f8639334ab45af9bd6c494f6a64bd05_r.jpg', 'avatar_url_template': 'https://pic2.zhimg.com/0f8639334ab45af9bd6c494f6a64bd05_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/b4def4452888b3a8587431b1748230bd', 'user_type': 'people', 'headline': '此人贼懒，没有个人介绍', 'badge': [], 'gender': 1, 'is_advertiser': False}}"
4,674479889,comment,https://www.zhihu.com/api/v4/comments/674479889,<p>地铁站是没有湿垃圾桶的，酒店商场就不知道了，不怎么去，这确实是个问题，估计是想鼓励吃多少买多少吧，不要浪费了。</p>,False,False,False,False,1561358288,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': 'b4def4452888b3a8587431b1748230bd', 'url_token': 'kuang-bao-xiao-e-mo', 'name': '狂暴小恶魔', 'avatar_url': 'https://pic2.zhimg.com/0f8639334ab45af9bd6c494f6a64bd05_r.jpg', 'avatar_url_template': 'https://pic2.zhimg.com/0f8639334ab45af9bd6c494f6a64bd05_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/b4def4452888b3a8587431b1748230bd', 'user_type': 'people', 'headline': '此人贼懒，没有个人介绍', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,2,False,False,"{'role': 'author', 'member': {'id': '1bc14f5bdc13cd0a00b8b21b1d925894', 'url_token': 'lu-sevey', 'name': '南瓜点点', 'avatar_url': 'https://pic2.zhimg.com/1c72eaa801f041457a45567fd196ac22_r.jpg', 'avatar_url_template': 'https://pic2.zhimg.com/1c72eaa801f041457a45567fd196ac22_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/1bc14f5bdc13cd0a00b8b21b1d925894', 'user_type': 'people', 'headline': '圣光之力', 'badge': [], 'gender': 1, 'is_advertiser': False}}"
5,674625613,comment,https://www.zhihu.com/api/v4/comments/674625613,可是吃完的纸袋纸盒，各种餐余垃圾都应该是湿垃圾吧。比如水果皮，生煎馒头的纸袋？,False,False,False,False,1561370946,answer,False,True,False,True,True,False,False,"{'role': 'author', 'member': {'id': '1bc14f5bdc13cd0a00b8b21b1d925894', 'url_token': 'lu-sevey', 'name': '南瓜点点', 'avatar_url': 'https://pic2.zhimg.com/1c72eaa801f041457a45567fd196ac22_r.jpg', 'avatar_url_template': 'https://pic2.zhimg.com/1c72eaa801f041457a45567fd196ac22_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/1bc14f5bdc13cd0a00b8b21b1d925894', 'user_type': 'people', 'headline': '圣光之力', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,3,False,False,"{'role': 'normal', 'member': {'id': 'b4def4452888b3a8587431b1748230bd', 'url_token': 'kuang-bao-xiao-e-mo', 'name': '狂暴小恶魔', 'avatar_url': 'https://pic2.zhimg.com/0f8639334ab45af9bd6c494f6a64bd05_r.jpg', 'avatar_url_template': 'https://pic2.zhimg.com/0f8639334ab45af9bd6c494f6a64bd05_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/b4def4452888b3a8587431b1748230bd', 'user_type': 'people', 'headline': '此人贼懒，没有个人介绍', 'badge': [], 'gender': 1, 'is_advertiser': False}}"
6,674635312,comment,https://www.zhihu.com/api/v4/comments/674635312,水果皮是湿垃圾，脏的纸袋是干垃圾（干净的纸袋可回收）。干湿垃圾的区分标准是是否容易腐烂降解。<br>垃圾分类的初衷是解决垃圾的后续处理，湿垃圾可以做肥料（特例：比较大的类似牛棒骨，或者比较硬的榴莲壳之类的，由于回收设备不方便处理，所以归为干垃圾），可回收物是用来回收再加工，比如纸、金属、塑料制品（特例：塑料袋这种又觉得太薄，价值太低，所以被归为干垃圾），有毒有害（主要是含重金属的电池、药品、杀虫剂之类的）是要进行无害化处理，剩下的干垃圾没什么利用价值做焚烧处理。<br>P.S. 塑料袋归为干垃圾焚烧会有有毒物质吗？,False,False,False,False,1561371888,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': 'b4def4452888b3a8587431b1748230bd', 'url_token': 'kuang-bao-xiao-e-mo', 'name': '狂暴小恶魔', 'avatar_url': 'https://pic2.zhimg.com/0f8639334ab45af9bd6c494f6a64bd05_r.jpg', 'avatar_url_template': 'https://pic2.zhimg.com/0f8639334ab45af9bd6c494f6a64bd05_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/b4def4452888b3a8587431b1748230bd', 'user_type': 'people', 'headline': '此人贼懒，没有个人介绍', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,3,False,False,"{'role': 'author', 'member': {'id': '1bc14f5bdc13cd0a00b8b21b1d925894', 'url_token': 'lu-sevey', 'name': '南瓜点点', 'avatar_url': 'https://pic2.zhimg.com/1c72eaa801f041457a45567fd196ac22_r.jpg', 'avatar_url_template': 'https://pic2.zhimg.com/1c72eaa801f041457a45567fd196ac22_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/1bc14f5bdc13cd0a00b8b21b1d925894', 'user_type': 'people', 'headline': '圣光之力', 'badge': [], 'gender': 1, 'is_advertiser': False}}"
7,676033746,comment,https://www.zhihu.com/api/v4/comments/676033746,举个大众能听懂的例子而已，你非要杠的话，以后街上买到不好吃不能吃，有虫的，变质的，记得扔之前自己狠狠抽自己几个王境泽耳刮子。,False,False,False,False,1561530923,answer,False,True,False,True,True,False,False,"{'role': 'author', 'member': {'id': '1bc14f5bdc13cd0a00b8b21b1d925894', 'url_token': 'lu-sevey', 'name': '南瓜点点', 'avatar_url': 'https://pic2.zhimg.com/1c72eaa801f041457a45567fd196ac22_r.jpg', 'avatar_url_template': 'https://pic2.zhimg.com/1c72eaa801f041457a45567fd196ac22_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/1bc14f5bdc13cd0a00b8b21b1d925894', 'user_type': 'people', 'headline': '圣光之力', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,69,False,False,"{'role': 'normal', 'member': {'id': 'f7a0c4b361d354ef7ca065ead443b913', 'url_token': 'lighters-56', 'name': '故国有明', 'avatar_url': 'https://pic3.zhimg.com/v2-9878f045f586eb228929aa5803cb915d_r.jpg', 'avatar_url_template': 'https://pic3.zhimg.com/v2-9878f045f586eb228929aa5803cb915d_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/f7a0c4b361d354ef7ca065ead443b913', 'user_type': 'people', 'headline': '微博:肌栋Pro', 'badge': [], 'gender': 1, 'is_advertiser': False}}"
8,676587532,comment,https://www.zhihu.com/api/v4/comments/676587532,<p>国杠1573号，你能每餐都吃光光？</p>,False,False,False,False,1561599961,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': 'd37017d3f34527424a001838f2297404', 'url_token': 'rkko', 'name': 'rkko', 'avatar_url': 'https://pic4.zhimg.com/v2-a83dd391c06697b9d53be8cd2bcdfe4d_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/v2-a83dd391c06697b9d53be8cd2bcdfe4d_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/d37017d3f34527424a001838f2297404', 'user_type': 'people', 'headline': '程序员', 'badge': [], 'gender': -1, 'is_advertiser': False}}",False,48,False,False,"{'role': 'normal', 'member': {'id': 'f7a0c4b361d354ef7ca065ead443b913', 'url_token': 'lighters-56', 'name': '故国有明', 'avatar_url': 'https://pic3.zhimg.com/v2-9878f045f586eb228929aa5803cb915d_r.jpg', 'avatar_url_template': 'https://pic3.zhimg.com/v2-9878f045f586eb228929aa5803cb915d_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/f7a0c4b361d354ef7ca065ead443b913', 'user_type': 'people', 'headline': '微博:肌栋Pro', 'badge': [], 'gender': 1, 'is_advertiser': False}}"
9,676938918,comment,https://www.zhihu.com/api/v4/comments/676938918,就奇怪了，怎么吃一半不吃了就是惯出来的毛病了？小笼汤包一笼一笼卖的，你去买半笼人家也不肯卖啊。谁都知道不能浪费，买之前就想好，有些人恐怕一路都没得吃了。,False,False,False,False,1561628613,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '64190bb3f42fb0817d3052bc2da8e605', 'url_token': 'vivika-36', 'name': '不高兴小姐姐', 'avatar_url': 'https://pic2.zhimg.com/v2-4562d3a2468178f19a7a4583983f927b_r.jpg', 'avatar_url_template': 'https://pic2.zhimg.com/v2-4562d3a2468178f19a7a4583983f927b_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/64190bb3f42fb0817d3052bc2da8e605', 'user_type': 'people', 'headline': '银行狗/发呆党/钢琴老师过去式', 'badge': [], 'gender': 0, 'is_advertiser': False}}",False,25,False,False,"{'role': 'normal', 'member': {'id': 'f7a0c4b361d354ef7ca065ead443b913', 'url_token': 'lighters-56', 'name': '故国有明', 'avatar_url': 'https://pic3.zhimg.com/v2-9878f045f586eb228929aa5803cb915d_r.jpg', 'avatar_url_template': 'https://pic3.zhimg.com/v2-9878f045f586eb228929aa5803cb915d_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/f7a0c4b361d354ef7ca065ead443b913', 'user_type': 'people', 'headline': '微博:肌栋Pro', 'badge': [], 'gender': 1, 'is_advertiser': False}}"
