,id,type,url,content,featured,collapsed,is_author,is_delete,created_time,resource_type,reviewing,allow_like,allow_delete,allow_reply,allow_vote,can_recommend,can_collapse,author,is_parent_author,vote_count,reply_to_author,voting,disliked
0,675451305,comment,https://www.zhihu.com/api/v4/comments/675451305,谢谢您高看！我眼看到的小区里的邻居都能做到按要求垃圾分类。我还真没觉得这么点儿小事儿是什么圣人行为。,True,False,False,False,1561462449,answer,False,True,False,True,True,False,False,"{'role': 'author', 'member': {'id': '2ce2d4020fdfc5a55be2d9dbc700619f', 'url_token': 'jefferyi', 'name': 'jefferyi', 'avatar_url': 'https://pic3.zhimg.com/cad0d3ff2a387bae50bf34ec757d297a_r.jpg', 'avatar_url_template': 'https://pic3.zhimg.com/cad0d3ff2a387bae50bf34ec757d297a_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/2ce2d4020fdfc5a55be2d9dbc700619f', 'user_type': 'people', 'headline': '道德帝、圣母婊，离我远点儿……', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,2,"{'role': 'normal', 'member': {'id': '8c2c1bfaff83dc01a80cb76a98734e33', 'url_token': 'hu-li-zhang-59', 'name': '狐狸张', 'avatar_url': 'https://pic4.zhimg.com/da8e974dc_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/da8e974dc_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/8c2c1bfaff83dc01a80cb76a98734e33', 'user_type': 'people', 'headline': '设计狮', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,False
1,677905662,comment,https://www.zhihu.com/api/v4/comments/677905662,不必和他们杠，随地大小便还方便呢。脱了裤子直接尿地上的人到现在还有呢2333 拿方不方便说事，无非就是懒不懒的问题。垃圾分类呼吁多少年了，人家做好了自己不愿意做就要说人家是圣人？什么逻辑……懒就别找借口……,True,False,False,False,1561739514,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '40bf025be1c0bc6ba6a08806ae7ce46b', 'url_token': 'lu-da-mao-1', 'name': '大猫', 'avatar_url': 'https://pic4.zhimg.com/v2-85ad8d51a82e126a8c584b112fd0e9e0_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/v2-85ad8d51a82e126a8c584b112fd0e9e0_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/40bf025be1c0bc6ba6a08806ae7ce46b', 'user_type': 'people', 'headline': '给大佬送桶装水。', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,1,,False,False
2,675132621,comment,https://www.zhihu.com/api/v4/comments/675132621,但是分类和定时有什么联系啊？如果定时8点扔，但有人9点才下班，怎么办？,False,False,False,False,1561436151,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '6cf4f19201a7ee7d6d9d076bd281081e', 'url_token': 'richox', 'name': '鱼你太美', 'avatar_url': 'https://pic3.zhimg.com/v2-0b5abbe55ef273603df4ac42ff37365d_r.jpg', 'avatar_url_template': 'https://pic3.zhimg.com/v2-0b5abbe55ef273603df4ac42ff37365d_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/6cf4f19201a7ee7d6d9d076bd281081e', 'user_type': 'people', 'headline': '', 'badge': [{'type': 'identity', 'description': '蚂蚁金服 技术专家'}], 'gender': 1, 'is_advertiser': False}}",False,11,,False,False
3,675137852,comment,https://www.zhihu.com/api/v4/comments/675137852,垃圾堆被拾荒者点燃？哪儿的事？,False,False,False,False,1561436565,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': 'ed9403c2bdd9db4ae437ad8194240fed', 'url_token': 'hu-wei-48', 'name': '胡苇', 'avatar_url': 'https://pic2.zhimg.com/v2-ad686c0dc32caafbd55834afc9cd4b56_r.jpg', 'avatar_url_template': 'https://pic2.zhimg.com/v2-ad686c0dc32caafbd55834afc9cd4b56_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/ed9403c2bdd9db4ae437ad8194240fed', 'user_type': 'people', 'headline': '不与傻瓜论长短，当你被我拉黑了就该有数了', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,2,,False,False
4,675258262,comment,https://www.zhihu.com/api/v4/comments/675258262,地球不需要我们保护，人类出现之前地球就存在，人类灭绝以后地球也将长期存在，无论我们给地球糟蹋成啥样，地球在既定的寿命里，应该都不会有事，人类的要拯救的，其实是人类自己[思考],False,False,False,False,1561446496,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': 'bf1495675b5991e26671783579b90033', 'url_token': 'wang-meng-yu-25-22', 'name': '王梦雨', 'avatar_url': 'https://pic2.zhimg.com/v2-4067e57837d165a3232c8fc396731499_r.jpg', 'avatar_url_template': 'https://pic2.zhimg.com/v2-4067e57837d165a3232c8fc396731499_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/bf1495675b5991e26671783579b90033', 'user_type': 'people', 'headline': '想看好电影', 'badge': [], 'gender': 0, 'is_advertiser': False}}",False,4,,False,False
5,675356629,comment,https://www.zhihu.com/api/v4/comments/675356629,二营长，把我的意大利炮拖上来……,False,False,False,False,1561454447,answer,False,True,False,True,True,False,False,"{'role': 'author', 'member': {'id': '2ce2d4020fdfc5a55be2d9dbc700619f', 'url_token': 'jefferyi', 'name': 'jefferyi', 'avatar_url': 'https://pic3.zhimg.com/cad0d3ff2a387bae50bf34ec757d297a_r.jpg', 'avatar_url_template': 'https://pic3.zhimg.com/cad0d3ff2a387bae50bf34ec757d297a_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/2ce2d4020fdfc5a55be2d9dbc700619f', 'user_type': 'people', 'headline': '道德帝、圣母婊，离我远点儿……', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,0,"{'role': 'normal', 'member': {'id': 'bf1495675b5991e26671783579b90033', 'url_token': 'wang-meng-yu-25-22', 'name': '王梦雨', 'avatar_url': 'https://pic2.zhimg.com/v2-4067e57837d165a3232c8fc396731499_r.jpg', 'avatar_url_template': 'https://pic2.zhimg.com/v2-4067e57837d165a3232c8fc396731499_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/bf1495675b5991e26671783579b90033', 'user_type': 'people', 'headline': '想看好电影', 'badge': [], 'gender': 0, 'is_advertiser': False}}",False,False
6,675374024,comment,https://www.zhihu.com/api/v4/comments/675374024,<p>别把事情逻辑想当然的联系起来，小区里不分类丢个垃圾跟保护野生动物能有多大的必然联系？骑自行车能减排的新闻也不是没听过，事实反而是骑车消耗的卡路里折算成经济成本完全比开车对环境负担大，不要天天心怀大义就拿大义压别人，须知，道德从来是约束自己的，不是拿来强迫别人的借口...</p>,False,False,False,False,1561455834,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '8c2c1bfaff83dc01a80cb76a98734e33', 'url_token': 'hu-li-zhang-59', 'name': '狐狸张', 'avatar_url': 'https://pic4.zhimg.com/da8e974dc_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/da8e974dc_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/8c2c1bfaff83dc01a80cb76a98734e33', 'user_type': 'people', 'headline': '设计狮', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,3,,False,False
7,675436714,comment,https://www.zhihu.com/api/v4/comments/675436714,希望您某天能发现人类垃圾和野生动物之间的联系，不管在哪儿。,False,False,False,False,1561461123,answer,False,True,False,True,True,False,False,"{'role': 'author', 'member': {'id': '2ce2d4020fdfc5a55be2d9dbc700619f', 'url_token': 'jefferyi', 'name': 'jefferyi', 'avatar_url': 'https://pic3.zhimg.com/cad0d3ff2a387bae50bf34ec757d297a_r.jpg', 'avatar_url_template': 'https://pic3.zhimg.com/cad0d3ff2a387bae50bf34ec757d297a_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/2ce2d4020fdfc5a55be2d9dbc700619f', 'user_type': 'people', 'headline': '道德帝、圣母婊，离我远点儿……', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,1,"{'role': 'normal', 'member': {'id': '8c2c1bfaff83dc01a80cb76a98734e33', 'url_token': 'hu-li-zhang-59', 'name': '狐狸张', 'avatar_url': 'https://pic4.zhimg.com/da8e974dc_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/da8e974dc_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/8c2c1bfaff83dc01a80cb76a98734e33', 'user_type': 'people', 'headline': '设计狮', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,False
8,675441178,comment,https://www.zhihu.com/api/v4/comments/675441178,希望您哪天像个人类，而不是像个要求别人完美的圣人，不管在哪儿,False,False,False,False,1561461533,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '8c2c1bfaff83dc01a80cb76a98734e33', 'url_token': 'hu-li-zhang-59', 'name': '狐狸张', 'avatar_url': 'https://pic4.zhimg.com/da8e974dc_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/da8e974dc_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/8c2c1bfaff83dc01a80cb76a98734e33', 'user_type': 'people', 'headline': '设计狮', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,6,"{'role': 'author', 'member': {'id': '2ce2d4020fdfc5a55be2d9dbc700619f', 'url_token': 'jefferyi', 'name': 'jefferyi', 'avatar_url': 'https://pic3.zhimg.com/cad0d3ff2a387bae50bf34ec757d297a_r.jpg', 'avatar_url_template': 'https://pic3.zhimg.com/cad0d3ff2a387bae50bf34ec757d297a_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/2ce2d4020fdfc5a55be2d9dbc700619f', 'user_type': 'people', 'headline': '道德帝、圣母婊，离我远点儿……', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,False
9,675459541,comment,https://www.zhihu.com/api/v4/comments/675459541,保护动物和环境，目的就是为了让自己多健康的活几年……,False,False,False,False,1561463192,answer,False,True,False,True,True,False,False,"{'role': 'author', 'member': {'id': '2ce2d4020fdfc5a55be2d9dbc700619f', 'url_token': 'jefferyi', 'name': 'jefferyi', 'avatar_url': 'https://pic3.zhimg.com/cad0d3ff2a387bae50bf34ec757d297a_r.jpg', 'avatar_url_template': 'https://pic3.zhimg.com/cad0d3ff2a387bae50bf34ec757d297a_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/2ce2d4020fdfc5a55be2d9dbc700619f', 'user_type': 'people', 'headline': '道德帝、圣母婊，离我远点儿……', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,1,"{'role': 'normal', 'member': {'id': 'bf1495675b5991e26671783579b90033', 'url_token': 'wang-meng-yu-25-22', 'name': '王梦雨', 'avatar_url': 'https://pic2.zhimg.com/v2-4067e57837d165a3232c8fc396731499_r.jpg', 'avatar_url_template': 'https://pic2.zhimg.com/v2-4067e57837d165a3232c8fc396731499_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/bf1495675b5991e26671783579b90033', 'user_type': 'people', 'headline': '想看好电影', 'badge': [], 'gender': 0, 'is_advertiser': False}}",False,False
