,id,type,url,content,featured,collapsed,is_author,is_delete,created_time,resource_type,reviewing,allow_like,allow_delete,allow_reply,allow_vote,can_recommend,can_collapse,author,is_parent_author,vote_count,voting,disliked,reply_to_author
0,690419033,comment,https://www.zhihu.com/api/v4/comments/690419033,也许干湿分离，本身就是一个错误方案呢？  小日本也没这么干啊,False,False,False,False,1563253642,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '07bd7a782ac741689d2787f17bfbbfa4', 'url_token': 'guo-long-fei-37', 'name': '郭龙飞', 'avatar_url': 'https://pic4.zhimg.com/v2-5057472e35003ee8918a0d3935f28084_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/v2-5057472e35003ee8918a0d3935f28084_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/07bd7a782ac741689d2787f17bfbbfa4', 'user_type': 'people', 'headline': '工程师', 'badge': [], 'gender': -1, 'is_advertiser': False}}",False,1,False,False,
1,690547315,comment,https://www.zhihu.com/api/v4/comments/690547315,不知道日本具体怎么弄得，但他们比我们麻烦肯定。我就了解加拿大的，基本上和我们的分类差不多，虽然名字不同。,False,False,False,False,1563264379,answer,False,True,False,True,True,False,False,"{'role': 'author', 'member': {'id': '0', 'url_token': '', 'name': '匿名用户', 'avatar_url': 'https://pic1.zhimg.com/aadd7b895_r.jpg', 'avatar_url_template': 'https://pic1.zhimg.com/aadd7b895_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/0', 'user_type': 'people', 'headline': '', 'badge': [], 'gender': -1, 'is_advertiser': False}}",False,0,False,False,"{'role': 'normal', 'member': {'id': '07bd7a782ac741689d2787f17bfbbfa4', 'url_token': 'guo-long-fei-37', 'name': '郭龙飞', 'avatar_url': 'https://pic4.zhimg.com/v2-5057472e35003ee8918a0d3935f28084_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/v2-5057472e35003ee8918a0d3935f28084_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/07bd7a782ac741689d2787f17bfbbfa4', 'user_type': 'people', 'headline': '工程师', 'badge': [], 'gender': -1, 'is_advertiser': False}}"
2,691862686,comment,https://www.zhihu.com/api/v4/comments/691862686,我支持！但是请把楼下的垃圾桶还回去！时间不要限制！谢谢！,False,False,False,False,1563424865,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '0f09307ef4019f9eb8a1c48c30f042d5', 'url_token': 'si-wu-xie-99-39', 'name': '思无邪', 'avatar_url': 'https://pic4.zhimg.com/v2-7a4a68c40fd5a2b227bf69250183f47d_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/v2-7a4a68c40fd5a2b227bf69250183f47d_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/0f09307ef4019f9eb8a1c48c30f042d5', 'user_type': 'people', 'headline': '他只是个看客！孤独的活着！卑微如尘！', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,1,False,False,
3,691907657,comment,https://www.zhihu.com/api/v4/comments/691907657,是一刀切引起的剧烈反弹，撤桶限时两件事打击了很多本来有意愿分类的人，最好的办法是恢复原来每栋楼下的干湿两个垃圾桶，湿垃圾带袋存放以避免蚊蝇滋生。原本每家发了很多二维码，也不知道为什么不用，应该让每家贴在自己的垃圾袋上。末端分拣员破袋检查时扫二维码，将混投/分类错误信息反馈到居民手机上，这样才能真正提高积极性，促进正确分类。现在我们小区的志愿者简直就是摆设，每次我也不知道自己到底是分对了没有。,False,False,False,False,1563428772,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '0be6b8d942932a7451b5e0ce4a5909b5', 'url_token': 'shwss', 'name': 'xijiadi', 'avatar_url': 'https://pic4.zhimg.com/da8e974dc_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/da8e974dc_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/0be6b8d942932a7451b5e0ce4a5909b5', 'user_type': 'people', 'headline': '', 'badge': [], 'gender': -1, 'is_advertiser': False}}",False,1,False,False,"{'role': 'author', 'member': {'id': '0', 'url_token': '', 'name': '匿名用户', 'avatar_url': 'https://pic1.zhimg.com/aadd7b895_r.jpg', 'avatar_url_template': 'https://pic1.zhimg.com/aadd7b895_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/0', 'user_type': 'people', 'headline': '', 'badge': [], 'gender': -1, 'is_advertiser': False}}"
4,692012555,comment,https://www.zhihu.com/api/v4/comments/692012555,问题就是很多人都不会自觉啊…,False,False,False,False,1563438214,answer,False,True,False,True,True,False,False,"{'role': 'author', 'member': {'id': '0', 'url_token': '', 'name': '匿名用户', 'avatar_url': 'https://pic1.zhimg.com/aadd7b895_r.jpg', 'avatar_url_template': 'https://pic1.zhimg.com/aadd7b895_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/0', 'user_type': 'people', 'headline': '', 'badge': [], 'gender': -1, 'is_advertiser': False}}",False,0,False,False,"{'role': 'normal', 'member': {'id': '0f09307ef4019f9eb8a1c48c30f042d5', 'url_token': 'si-wu-xie-99-39', 'name': '思无邪', 'avatar_url': 'https://pic4.zhimg.com/v2-7a4a68c40fd5a2b227bf69250183f47d_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/v2-7a4a68c40fd5a2b227bf69250183f47d_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/0f09307ef4019f9eb8a1c48c30f042d5', 'user_type': 'people', 'headline': '他只是个看客！孤独的活着！卑微如尘！', 'badge': [], 'gender': 1, 'is_advertiser': False}}"
5,692014264,comment,https://www.zhihu.com/api/v4/comments/692014264,方法是不是最好，但是你考虑到很多人的素质问题，除了强硬的手段也不知道怎么办才好了，除非每个楼下都设专人收垃圾，但这显然是不可能的…,False,False,False,False,1563438362,answer,False,True,False,True,True,False,False,"{'role': 'author', 'member': {'id': '0', 'url_token': '', 'name': '匿名用户', 'avatar_url': 'https://pic1.zhimg.com/aadd7b895_r.jpg', 'avatar_url_template': 'https://pic1.zhimg.com/aadd7b895_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/0', 'user_type': 'people', 'headline': '', 'badge': [], 'gender': -1, 'is_advertiser': False}}",False,0,False,False,"{'role': 'normal', 'member': {'id': '0be6b8d942932a7451b5e0ce4a5909b5', 'url_token': 'shwss', 'name': 'xijiadi', 'avatar_url': 'https://pic4.zhimg.com/da8e974dc_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/da8e974dc_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/0be6b8d942932a7451b5e0ce4a5909b5', 'user_type': 'people', 'headline': '', 'badge': [], 'gender': -1, 'is_advertiser': False}}"
6,692060445,comment,https://www.zhihu.com/api/v4/comments/692060445,你显然是完全理解错了我的思路，我的看法是要提升大家的自觉性和成就感，而不是用各种撤桶和限时开惩罚本来愿意好好分类的人。你提到的什么每个楼下设专人收垃圾，就是这种惩罚思路。还像以前一样让大家在楼下垃圾袋装入桶就是了，不过就是袋子上大家自己贴上每户专用的二维码，到垃圾处理厂再去分拣，并根据二维码对分类得很好的居民进行鼓励，未必就是物质奖励，晒步数都能攀比的，支付宝集绿色能量大家也很起劲。,False,False,False,False,1563442279,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '0be6b8d942932a7451b5e0ce4a5909b5', 'url_token': 'shwss', 'name': 'xijiadi', 'avatar_url': 'https://pic4.zhimg.com/da8e974dc_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/da8e974dc_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/0be6b8d942932a7451b5e0ce4a5909b5', 'user_type': 'people', 'headline': '', 'badge': [], 'gender': -1, 'is_advertiser': False}}",False,0,False,False,"{'role': 'author', 'member': {'id': '0', 'url_token': '', 'name': '匿名用户', 'avatar_url': 'https://pic1.zhimg.com/aadd7b895_r.jpg', 'avatar_url_template': 'https://pic1.zhimg.com/aadd7b895_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/0', 'user_type': 'people', 'headline': '', 'badge': [], 'gender': -1, 'is_advertiser': False}}"
7,692795019,comment,https://www.zhihu.com/api/v4/comments/692795019,不会的，你把人想太好了，这么做很可能就是很多人干脆不贴。,False,False,False,False,1563529272,answer,False,True,False,True,True,False,False,"{'role': 'author', 'member': {'id': '0', 'url_token': '', 'name': '匿名用户', 'avatar_url': 'https://pic1.zhimg.com/aadd7b895_r.jpg', 'avatar_url_template': 'https://pic1.zhimg.com/aadd7b895_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/0', 'user_type': 'people', 'headline': '', 'badge': [], 'gender': -1, 'is_advertiser': False}}",False,0,False,False,"{'role': 'normal', 'member': {'id': '0be6b8d942932a7451b5e0ce4a5909b5', 'url_token': 'shwss', 'name': 'xijiadi', 'avatar_url': 'https://pic4.zhimg.com/da8e974dc_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/da8e974dc_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/0be6b8d942932a7451b5e0ce4a5909b5', 'user_type': 'people', 'headline': '', 'badge': [], 'gender': -1, 'is_advertiser': False}}"
8,692820138,comment,https://www.zhihu.com/api/v4/comments/692820138,不贴就没有奖励……,False,False,False,False,1563531628,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '0be6b8d942932a7451b5e0ce4a5909b5', 'url_token': 'shwss', 'name': 'xijiadi', 'avatar_url': 'https://pic4.zhimg.com/da8e974dc_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/da8e974dc_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/0be6b8d942932a7451b5e0ce4a5909b5', 'user_type': 'people', 'headline': '', 'badge': [], 'gender': -1, 'is_advertiser': False}}",False,0,False,False,"{'role': 'author', 'member': {'id': '0', 'url_token': '', 'name': '匿名用户', 'avatar_url': 'https://pic1.zhimg.com/aadd7b895_r.jpg', 'avatar_url_template': 'https://pic1.zhimg.com/aadd7b895_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/0', 'user_type': 'people', 'headline': '', 'badge': [], 'gender': -1, 'is_advertiser': False}}"
9,693240267,comment,https://www.zhihu.com/api/v4/comments/693240267,且不说人的自觉性，上海千万人口，每天这么奖励，一个月要砸多少钱？,False,False,False,False,1563594303,answer,False,True,False,True,True,False,False,"{'role': 'author', 'member': {'id': '0', 'url_token': '', 'name': '匿名用户', 'avatar_url': 'https://pic1.zhimg.com/aadd7b895_r.jpg', 'avatar_url_template': 'https://pic1.zhimg.com/aadd7b895_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/0', 'user_type': 'people', 'headline': '', 'badge': [], 'gender': -1, 'is_advertiser': False}}",False,0,False,False,"{'role': 'normal', 'member': {'id': '0be6b8d942932a7451b5e0ce4a5909b5', 'url_token': 'shwss', 'name': 'xijiadi', 'avatar_url': 'https://pic4.zhimg.com/da8e974dc_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/da8e974dc_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/0be6b8d942932a7451b5e0ce4a5909b5', 'user_type': 'people', 'headline': '', 'badge': [], 'gender': -1, 'is_advertiser': False}}"
