,id,type,url,content,featured,collapsed,is_author,is_delete,created_time,resource_type,reviewing,allow_like,allow_delete,allow_reply,allow_vote,can_recommend,can_collapse,author,is_parent_author,vote_count,voting,disliked
0,92683173,comment,https://www.zhihu.com/api/v4/comments/92683173,我们已经在做了,False,False,False,False,1441168600,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '5ea8f3620a5abd9169516cb08911bc0e', 'url_token': 'yan-jiao-77-12', 'name': '眼角', 'avatar_url': 'https://pic3.zhimg.com/8006ce3b0aff9f446174abc08c36baf4_r.jpg', 'avatar_url_template': 'https://pic3.zhimg.com/8006ce3b0aff9f446174abc08c36baf4_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/5ea8f3620a5abd9169516cb08911bc0e', 'user_type': 'people', 'headline': '电气技术员', 'badge': [], 'gender': 0, 'is_advertiser': False}}",False,0,False,False
1,93844216,comment,https://www.zhihu.com/api/v4/comments/93844216,怎么参与？,False,False,False,False,1441807597,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '6c93ff2472bfa58d74508c0a8bead108', 'url_token': 'wang-shuang-34-94', 'name': '王爽', 'avatar_url': 'https://pic1.zhimg.com/cc684b8244ea574e3450909f90f38870_r.jpg', 'avatar_url_template': 'https://pic1.zhimg.com/cc684b8244ea574e3450909f90f38870_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/6c93ff2472bfa58d74508c0a8bead108', 'user_type': 'people', 'headline': '化妆造型师', 'badge': [], 'gender': 0, 'is_advertiser': False}}",False,0,False,False
2,95024208,comment,https://www.zhihu.com/api/v4/comments/95024208,不是打击你的啊，目前国内环境和政策层面很难去做好。,False,False,False,False,1442554078,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '84d2479e939027e458f9f49212275d5e', 'url_token': 'mu-xin-70-67', 'name': '木心', 'avatar_url': 'https://pic1.zhimg.com/v2-fa4ef81cbd9aebf763cacb9aafb0b07e_r.jpg', 'avatar_url_template': 'https://pic1.zhimg.com/v2-fa4ef81cbd9aebf763cacb9aafb0b07e_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/84d2479e939027e458f9f49212275d5e', 'user_type': 'people', 'headline': '人生苦短', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,1,False,False
3,110124918,comment,https://www.zhihu.com/api/v4/comments/110124918,相信你能做大  为中国环保事业做出贡献,False,False,False,False,1450942751,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': 'b866c33cd70142da23a91a75ea1d99d9', 'url_token': 'kang-jun-yi', 'name': '公子康', 'avatar_url': 'https://pic2.zhimg.com/ecce7665f4a917facb0669d79458affa_r.jpg', 'avatar_url_template': 'https://pic2.zhimg.com/ecce7665f4a917facb0669d79458affa_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/b866c33cd70142da23a91a75ea1d99d9', 'user_type': 'people', 'headline': '生活爱好者', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,1,False,False
4,120853894,comment,https://www.zhihu.com/api/v4/comments/120853894,请一定要坚持做下去！我一直支持和宣传我身边的人做垃圾分类，但无奈势单力薄，希望通过媒体的力量能让更多的人被影响！,False,False,False,False,1456222598,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': 'ce5a894e8239a118de6f004713ba8250', 'url_token': 'chi-ren-bu-tu-gu-tou-mi', 'name': '吃人不吐骨头咪', 'avatar_url': 'https://pic1.zhimg.com/v2-0de6ea6c2dd56070574ad40217419395_r.jpg', 'avatar_url_template': 'https://pic1.zhimg.com/v2-0de6ea6c2dd56070574ad40217419395_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/ce5a894e8239a118de6f004713ba8250', 'user_type': 'people', 'headline': '', 'badge': [], 'gender': 0, 'is_advertiser': False}}",False,0,False,False
5,130239435,comment,https://www.zhihu.com/api/v4/comments/130239435,嗯，半年过去了，结果怎么样？,False,False,False,False,1460880799,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '01ba62cfd5d4497812ded1b56b8fe5eb', 'url_token': 'zheng-li-36', 'name': '郑立', 'avatar_url': 'https://pic2.zhimg.com/6dd9e27eabb47035c5e6eb824efc203c_r.jpg', 'avatar_url_template': 'https://pic2.zhimg.com/6dd9e27eabb47035c5e6eb824efc203c_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/01ba62cfd5d4497812ded1b56b8fe5eb', 'user_type': 'people', 'headline': '想要尝试很多新奇的事情', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,0,False,False
6,134956214,comment,https://www.zhihu.com/api/v4/comments/134956214,国内太难用牺牲GDP的方式去实现环保目标<br>首先要让民众得到好处,False,False,False,False,1463023051,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '95ca6d9c1c486da880f9b61c4145ee06', 'url_token': 'carmen-kam', 'name': 'carmen kam', 'avatar_url': 'https://pic4.zhimg.com/2b5089bbf82b36f1753afc24a531d539_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/2b5089bbf82b36f1753afc24a531d539_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/95ca6d9c1c486da880f9b61c4145ee06', 'user_type': 'people', 'headline': 'not a girl not yet a woman ', 'badge': [], 'gender': 0, 'is_advertiser': False}}",False,1,False,False
7,146063007,comment,https://www.zhihu.com/api/v4/comments/146063007,结果怎么样,False,False,False,False,1467136055,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': 'dfe4a1d4b028ec0ff50941a2bc7bbde1', 'url_token': 'poloben-91', 'name': 'poloben', 'avatar_url': 'https://pic4.zhimg.com/da8e974dc_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/da8e974dc_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/dfe4a1d4b028ec0ff50941a2bc7bbde1', 'user_type': 'people', 'headline': '垃圾分类', 'badge': [], 'gender': -1, 'is_advertiser': False}}",False,0,False,False
8,192397576,comment,https://www.zhihu.com/api/v4/comments/192397576,1年了，如何,False,False,False,False,1480275642,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '90d30be40e51b7b437f46e592dcefd33', 'url_token': 'shu-ji-41-21', 'name': 'Loli控', 'avatar_url': 'https://pic4.zhimg.com/v2-2328f084adacaef8df5b978691ab81e1_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/v2-2328f084adacaef8df5b978691ab81e1_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/90d30be40e51b7b437f46e592dcefd33', 'user_type': 'people', 'headline': '不懂放弃的拖延症心灵洁癖患者', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,0,False,False
9,272200742,comment,https://www.zhihu.com/api/v4/comments/272200742,结果如何？,False,False,False,False,1492566462,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '6a82624ef80310faf3e39984200abf18', 'url_token': 'li-wei-zhi-6-10', 'name': '朱轩绣轴', 'avatar_url': 'https://pic2.zhimg.com/v2-eda6705267570d273e9a9ee20d640264_r.jpg', 'avatar_url_template': 'https://pic2.zhimg.com/v2-eda6705267570d273e9a9ee20d640264_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/6a82624ef80310faf3e39984200abf18', 'user_type': 'people', 'headline': '', 'badge': [], 'gender': -1, 'is_advertiser': False}}",False,0,False,False
