,id,type,url,content,featured,collapsed,is_author,is_delete,created_time,resource_type,reviewing,allow_like,allow_delete,allow_reply,allow_vote,can_recommend,can_collapse,author,is_parent_author,vote_count,voting,disliked
0,741836169,comment,https://www.zhihu.com/api/v4/comments/741836169,<p>还是那句话，分类可以，限时太扯了。活该都扔外面。</p>,False,False,False,False,1568951342,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '9da4531f609a579e5bf7319a1e92c841', 'url_token': 'cai-jin-chi-29', 'name': 'Excalibur', 'avatar_url': 'https://pic1.zhimg.com/v2-ef144bd1c8eb31067316a84a47146c97_r.jpg', 'avatar_url_template': 'https://pic1.zhimg.com/v2-ef144bd1c8eb31067316a84a47146c97_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/9da4531f609a579e5bf7319a1e92c841', 'user_type': 'people', 'headline': '芯片前端设计野生工程师', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,10,False,False
1,741836803,comment,https://www.zhihu.com/api/v4/comments/741836803,垃圾分类很好。。垃圾桶开放时间让我很蛋疼,False,False,False,False,1568951396,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': 'cb7c45374d623e2672451e4a591a28db', 'url_token': 'yang-yi-fei-88', 'name': '哦嚯喵', 'avatar_url': 'https://pic1.zhimg.com/0327256ea28bd3606aa47052b16f3e50_r.jpg', 'avatar_url_template': 'https://pic1.zhimg.com/0327256ea28bd3606aa47052b16f3e50_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/cb7c45374d623e2672451e4a591a28db', 'user_type': 'people', 'headline': '', 'badge': [], 'gender': -1, 'is_advertiser': False}}",False,5,False,False
2,741838061,comment,https://www.zhihu.com/api/v4/comments/741838061,垃圾分类很好；湿垃圾破袋投放对于洁癖来说难以接受；定时投放和越来越少的垃圾投放点让人很蛋疼,False,False,False,False,1568951512,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '10c8e231b955490b44025aa2c87c8ebb', 'url_token': 'shi-jie-jin-tou-4', 'name': '世界盡頭', 'avatar_url': 'https://pic4.zhimg.com/da8e974dc_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/da8e974dc_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/10c8e231b955490b44025aa2c87c8ebb', 'user_type': 'people', 'headline': 'xxx', 'badge': [], 'gender': -1, 'is_advertiser': False}}",False,6,False,False
3,741838671,comment,https://www.zhihu.com/api/v4/comments/741838671,<p>我猜这位朋友不在上海。垃圾分类利国利民，但上海这么个搞法……</p>,False,False,False,False,1568951562,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': 'c13af782688fe3aae407793d57f41f22', 'url_token': 'da-bai-1-27', 'name': '大白', 'avatar_url': 'https://pic1.zhimg.com/v2-7acada776d03c5b81a5a2c519a388064_r.jpg', 'avatar_url_template': 'https://pic1.zhimg.com/v2-7acada776d03c5b81a5a2c519a388064_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/c13af782688fe3aae407793d57f41f22', 'user_type': 'people', 'headline': '硕士，咨询行业。', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,7,False,False
4,741840972,comment,https://www.zhihu.com/api/v4/comments/741840972,这个政策好，好就好在我不在上海。,False,False,False,False,1568951777,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '42cec8c69d7220a6a6205348977a5854', 'url_token': 'gank-36', 'name': 'gank', 'avatar_url': 'https://pic4.zhimg.com/da8e974dc_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/da8e974dc_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/42cec8c69d7220a6a6205348977a5854', 'user_type': 'people', 'headline': '机械工程师，pegasister机械工程师，pegasister', 'badge': [], 'gender': -1, 'is_advertiser': False}}",False,4,False,False
5,741841515,comment,https://www.zhihu.com/api/v4/comments/741841515,最懒的怕是拍脑门制定出这个政策的人吧,False,False,False,False,1568951828,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '772f7d798f1a432d60a653a7742abecd', 'url_token': 'shi-min-jie-62', 'name': '顾惜朝MKII', 'avatar_url': 'https://pic1.zhimg.com/42d1cbfdb_r.jpg', 'avatar_url_template': 'https://pic1.zhimg.com/42d1cbfdb_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/772f7d798f1a432d60a653a7742abecd', 'user_type': 'people', 'headline': '', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,3,False,False
6,741841912,comment,https://www.zhihu.com/api/v4/comments/741841912,<p>仓禀实而知礼节，收入福利赶不上发达国家，却要求素质和国际接轨，不现实吧。就这个垃圾投放时间，多少上班族加班族回来还赶得上丢垃圾的？</p>,False,False,False,False,1568951866,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': 'fd9d2c8d99313fd05e04c1262b41dfe2', 'url_token': 'leoAug12th', 'name': '李欧欧', 'avatar_url': 'https://pic3.zhimg.com/v2-683220d3363662499796809b7c97ce0b_r.jpg', 'avatar_url_template': 'https://pic3.zhimg.com/v2-683220d3363662499796809b7c97ce0b_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/fd9d2c8d99313fd05e04c1262b41dfe2', 'user_type': 'people', 'headline': '', 'badge': [{'type': 'identity', 'description': '特许公认会计师（ACCA）持证人'}], 'gender': 1, 'is_advertiser': False}}",False,5,False,False
7,741845389,comment,https://www.zhihu.com/api/v4/comments/741845389,垃圾分类的好处这种大道理没人能理直气壮的反对，很多人也乐意接受垃圾分类，但不代表不合适实际的政策规定也能得到拥护。,False,False,False,False,1568952207,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': 'd16a970bc9dc4a80665e8700d8f62e30', 'url_token': 'sun-sheng-78-34', 'name': '孙圣', 'avatar_url': 'https://pic4.zhimg.com/da8e974dc_r.jpg', 'avatar_url_template': 'https://pic4.zhimg.com/da8e974dc_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/d16a970bc9dc4a80665e8700d8f62e30', 'user_type': 'people', 'headline': '全职梦游专家', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,5,False,False
8,741878136,comment,https://www.zhihu.com/api/v4/comments/741878136,自己不处于这环境中不要自以为是的发表意见，分类是好的，但是缩减垃圾桶是什么意思？限时是什么意思？那些7点出门10点回来的下班族怎么扔垃圾？还有，湿垃圾破袋，你早上走两三百米把垃圾扔了再回家洗个手？就算这些我们都克服了，也干湿垃圾分好了，垃圾车一来干湿垃圾混装在一起又是什么意思？,False,False,False,False,1568955195,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '4dbf3a722ddd7b6d35ff61dadfdc65ea', 'url_token': 'shen-shen-shi-51', 'name': '想要拥抱还是外套', 'avatar_url': 'https://pic1.zhimg.com/v2-538ad6df881a10781d9a19cfd2435aa7_r.jpg', 'avatar_url_template': 'https://pic1.zhimg.com/v2-538ad6df881a10781d9a19cfd2435aa7_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/4dbf3a722ddd7b6d35ff61dadfdc65ea', 'user_type': 'people', 'headline': '', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,2,False,False
9,741879311,comment,https://www.zhihu.com/api/v4/comments/741879311,明明自己也就是平头百姓，非要站在政策制定者的位置想问题，是不是吃的太饱？希望有一天你所住的城市采用这方法的时候你也能保持现在的想法去执行，别去抱怨,False,False,False,False,1568955305,answer,False,True,False,True,True,False,False,"{'role': 'normal', 'member': {'id': '4dbf3a722ddd7b6d35ff61dadfdc65ea', 'url_token': 'shen-shen-shi-51', 'name': '想要拥抱还是外套', 'avatar_url': 'https://pic1.zhimg.com/v2-538ad6df881a10781d9a19cfd2435aa7_r.jpg', 'avatar_url_template': 'https://pic1.zhimg.com/v2-538ad6df881a10781d9a19cfd2435aa7_{size}.jpg', 'is_org': False, 'type': 'people', 'url': 'https://www.zhihu.com/api/v4/people/4dbf3a722ddd7b6d35ff61dadfdc65ea', 'user_type': 'people', 'headline': '', 'badge': [], 'gender': 1, 'is_advertiser': False}}",False,5,False,False
